! AeroL.Airfoil V2.0.0 Powered by 赵子祯
这个文件是适配OpenWECD 1.0.2及其之上的版本，支持OYE,IAG，GOR,ATEF 以及BL模型，模型的开启与否在AeroL 主文件当中
===========  翼型信息  (General data)  ===========
30.1               Thickness      - 翼型相对厚度 Thickness to chord radio(%)
1.E+07          ReyNum        - 雷诺数(Reynolds Number)(-)
25,0                PMCentre       - CM测量的位置(气动中心) Pitching Moment Centre(%)
"./NREL_FFA_W3_301_Geo.txt"                Geometry       -  翼型的外形几何数据文件(必须填写，以实现VTK)
===========  翼型数据  (Aerofoil Database) ===========
120   NumAlf     - 翼型数据行数
      Alpha      Cl      Cd        Cm
     (deg)      (-)     (-)       (-)
-180	0	0.025	0
-177.71	0.065	0.025	0.091
-175.43	0.13	0.027	0.183
-173.14	0.195	0.03	0.274
-170.86	0.26	0.034	0.366
-168.57	0.325	0.039	0.401
-166.29	0.39	0.059	0.402
-164	0.456	0.085	0.404
-161.71	0.521	0.114	0.405
-159.43	0.586	0.147	0.41
-157.14	0.651	0.183	0.427
-154.86	0.716	0.222	0.443
-152.57	0.781	0.263	0.46
-150.29	0.846	0.307	0.477
-148	0.911	0.353	0.472
-143.86	0.843	0.441	0.457
-139.71	0.782	0.533	0.442
-135.57	0.724	0.627	0.435
-131.43	0.668	0.721	0.427
-127.29	0.609	0.814	0.425
-123.14	0.549	0.904	0.425
-119	0.485	0.987	0.426
-114.86	0.419	1.064	0.428
-110.71	0.351	1.132	0.43
-106.57	0.28	1.19	0.429
-102.43	0.209	1.237	0.428
-98.29	0.138	1.271	0.424
-94.14	0.068	1.292	0.418
-90	0	1.3	0.411
-85.86	-0.068	1.292	0.398
-81.71	-0.138	1.271	0.385
-77.57	-0.209	1.237	0.369
-73.43	-0.28	1.19	0.352
-69.29	-0.351	1.132	0.334
-65.14	-0.419	1.064	0.315
-61	-0.485	0.987	0.296
-56.86	-0.549	0.904	0.277
-52.71	-0.609	0.814	0.258
-48.57	-0.668	0.721	0.239
-44.43	-0.724	0.627	0.22
-40.29	-0.782	0.533	0.202
-36.14	-0.843	0.441	0.136
-32	-0.911	0.353	0.068
-28	-1.103	0.217	0.042
-24	-1.107	0.156	0.02
-20	-1.118	0.103	0.004
-18	-1.123	0.082	0
-16	-1.119	0.063	-0.002
-14	-1.116	0.047	-0.001
-12	-1.096	0.033	-0.005
-10	-0.918	0.024	-0.025
-8	-0.693	0.018	-0.043
-6	-0.454	0.014	-0.059
-4	-0.178	0.012	-0.076
-2	0.105	0.012	-0.091
-1	0.244	0.011	-0.098
0	0.381	0.011	-0.103
1	0.517	0.011	-0.109
2	0.65	0.012	-0.113
3	0.783	0.012	-0.118
4	0.913	0.012	-0.122
5	1.042	0.012	-0.125
6	1.169	0.013	-0.128
7	1.293	0.013	-0.131
8	1.414	0.014	-0.133
9	1.531	0.015	-0.135
10	1.642	0.016	-0.136
11	1.746	0.017	-0.136
12	1.839	0.019	-0.135
13	1.918	0.022	-0.133
14	1.974	0.026	-0.13
15	1.999	0.032	-0.126
16	1.994	0.042	-0.123
18	1.917	0.067	-0.117
20	1.737	0.105	-0.117
24	1.473	0.192	-0.138
28	1.36	0.274	-0.162
32	1.302	0.353	-0.185
36.14	1.204	0.441	-0.209
40.29	1.117	0.533	-0.233
44.43	1.035	0.627	-0.25
48.57	0.954	0.721	-0.267
52.71	0.87	0.814	-0.284
56.86	0.784	0.904	-0.299
61	0.693	0.987	-0.315
65.14	0.599	1.064	-0.33
69.29	0.501	1.132	-0.345
73.43	0.4	1.19	-0.359
77.57	0.298	1.237	-0.374
81.71	0.196	1.271	-0.387
85.86	0.096	1.292	-0.399
90	0	1.3	-0.411
94.14	-0.068	1.292	-0.418
98.29	-0.138	1.271	-0.424
102.43	-0.209	1.237	-0.428
106.57	-0.28	1.19	-0.429
110.71	-0.351	1.132	-0.43
114.86	-0.419	1.064	-0.428
119	-0.485	0.987	-0.426
123.14	-0.549	0.904	-0.425
127.29	-0.609	0.814	-0.425
131.43	-0.668	0.721	-0.427
135.57	-0.724	0.627	-0.435
139.71	-0.782	0.533	-0.442
143.86	-0.843	0.441	-0.457
148	-0.911	0.353	-0.472
150.29	-0.846	0.307	-0.477
152.57	-0.781	0.263	-0.46
154.86	-0.716	0.222	-0.443
157.14	-0.651	0.183	-0.427
159.43	-0.586	0.147	-0.41
161.71	-0.521	0.114	-0.422
164	-0.456	0.085	-0.444
166.29	-0.39	0.059	-0.465
168.57	-0.325	0.039	-0.487
170.86	-0.26	0.034	-0.457
173.14	-0.195	0.03	-0.343
175.43	-0.13	0.027	-0.229
177.71	-0.065	0.025	-0.114
180	0	0.025	0




