! AeroL.Airfoil V2.0.0 Powered by 赵子祯
这个文件是适配OpenWECD 1.0.2及其之上的版本，支持OYE,IAG，GOR,ATEF 以及BL模型，模型的开启与否在AeroL 主文件当中
===========  翼型信息  (General data)  ===========
24.1                Thickness      - 翼型相对厚度 Thickness to chord radio(%)
1.E+07          ReyNum        - 雷诺数(Reynolds Number)(-)
25,0                PMCentre       - CM测量的位置(气动中心) Pitching Moment Centre(%)
"./NREL_FFA_W3_241_Geo.txt"                Geometry       -  翼型的外形几何数据文件(必须填写，以实现VTK)
===========  翼型数据  (Aerofoil Database) ===========
120   NumAlf     - 翼型数据行数
      Alpha      Cl      Cd        Cm
     (deg)      (-)     (-)       (-)
-180	0	0.012	0
-177.71	0.058	0.012	0.091
-175.43	0.116	0.015	0.183
-173.14	0.175	0.018	0.274
-170.86	0.233	0.023	0.366
-168.57	0.291	0.029	0.396
-166.29	0.349	0.054	0.389
-164	0.407	0.084	0.382
-161.71	0.465	0.118	0.375
-159.43	0.524	0.156	0.374
-157.14	0.582	0.197	0.391
-154.86	0.64	0.242	0.409
-152.57	0.698	0.29	0.426
-150.29	0.756	0.341	0.444
-148	0.814	0.395	0.445
-143.86	0.779	0.496	0.444
-139.71	0.745	0.603	0.444
-135.57	0.709	0.713	0.446
-131.43	0.668	0.822	0.449
-127.29	0.623	0.931	0.454
-123.14	0.571	1.034	0.46
-119	0.513	1.132	0.466
-114.86	0.45	1.222	0.471
-110.71	0.381	1.301	0.476
-106.57	0.308	1.369	0.477
-102.43	0.233	1.424	0.477
-98.29	0.155	1.464	0.474
-94.14	0.077	1.49	0.467
-90	0	1.5	0.461
-85.86	-0.077	1.49	0.445
-81.71	-0.155	1.464	0.43
-77.57	-0.233	1.424	0.411
-73.43	-0.308	1.369	0.391
-69.29	-0.381	1.301	0.37
-65.14	-0.45	1.222	0.347
-61	-0.513	1.132	0.323
-56.86	-0.571	1.034	0.3
-52.71	-0.623	0.931	0.276
-48.57	-0.668	0.822	0.253
-44.43	-0.709	0.713	0.23
-40.29	-0.745	0.603	0.207
-36.14	-0.779	0.496	0.146
-32	-0.814	0.395	0.081
-28	-1.078	0.223	0.046
-24	-1.127	0.152	0.019
-20	-1.145	0.097	0.001
-18	-1.128	0.077	-0.003
-16	-1.094	0.061	-0.006
-14	-1.06	0.047	-0.007
-12	-1.031	0.033	-0.008
-10	-0.937	0.02	-0.022
-8	-0.674	0.012	-0.056
-6	-0.404	0.009	-0.072
-4	-0.142	0.008	-0.081
-2	0.116	0.008	-0.089
-1	0.244	0.008	-0.092
0	0.371	0.008	-0.096
1	0.498	0.008	-0.099
2	0.623	0.008	-0.101
3	0.748	0.009	-0.104
4	0.871	0.009	-0.106
5	0.993	0.009	-0.109
6	1.113	0.01	-0.111
7	1.23	0.011	-0.112
8	1.345	0.012	-0.113
9	1.454	0.013	-0.114
10	1.559	0.014	-0.114
11	1.658	0.015	-0.113
12	1.748	0.017	-0.112
13	1.827	0.02	-0.109
14	1.888	0.023	-0.106
15	1.926	0.028	-0.102
16	1.927	0.036	-0.099
18	1.801	0.065	-0.095
20	1.631	0.105	-0.1
24	1.433	0.191	-0.126
28	1.288	0.286	-0.155
32	1.164	0.395	-0.184
36.14	1.113	0.496	-0.211
40.29	1.064	0.603	-0.238
44.43	1.013	0.713	-0.26
48.57	0.955	0.822	-0.282
52.71	0.889	0.931	-0.303
56.86	0.815	1.034	-0.324
61	0.733	1.132	-0.344
65.14	0.642	1.222	-0.363
69.29	0.545	1.301	-0.382
73.43	0.441	1.369	-0.399
77.57	0.332	1.424	-0.416
81.71	0.221	1.464	-0.432
85.86	0.11	1.49	-0.446
90	0	1.5	-0.461
94.14	-0.077	1.49	-0.467
98.29	-0.155	1.464	-0.474
102.43	-0.233	1.424	-0.477
106.57	-0.308	1.369	-0.477
110.71	-0.381	1.301	-0.476
114.86	-0.45	1.222	-0.471
119	-0.513	1.132	-0.466
123.14	-0.571	1.034	-0.46
127.29	-0.623	0.931	-0.454
131.43	-0.668	0.822	-0.449
135.57	-0.709	0.713	-0.446
139.71	-0.745	0.603	-0.444
143.86	-0.779	0.496	-0.444
148	-0.814	0.395	-0.445
150.29	-0.756	0.341	-0.444
152.57	-0.698	0.29	-0.426
154.86	-0.64	0.242	-0.409
157.14	-0.582	0.197	-0.391
159.43	-0.524	0.156	-0.374
161.71	-0.465	0.118	-0.392
164	-0.407	0.084	-0.422
166.29	-0.349	0.054	-0.452
168.57	-0.291	0.029	-0.481
170.86	-0.233	0.023	-0.457
173.14	-0.175	0.018	-0.343
175.43	-0.116	0.015	-0.229
177.71	-0.058	0.012	-0.114
180	0	0.012	0





