! AeroL.Airfoil V2.0.0 Powered by 赵子祯
这个文件是适配OpenWECD 1.0.2及其之上的版本，支持OYE,IAG，GOR,ATEF 以及BL模型，模型的开启与否在AeroL 主文件当中
===========  翼型信息  (General data)  ===========
27                Thickness      - 翼型相对厚度 Thickness to chord radio(%)
1.E+07          ReyNum        - 雷诺数(Reynolds Number)(-)
25,0                PMCentre       - CM测量的位置(气动中心) Pitching Moment Centre(%)
"./NREL_FFA_W3_270blend_Geo.txt"                Geometry       -  翼型的外形几何数据文件(必须填写，以实现VTK)
===========  翼型数据  (Aerofoil Database) ===========
120   NumAlf     - 翼型数据行数
      Alpha      Cl      Cd        Cm
     (deg)      (-)     (-)       (-)
-180.00	0.000	0.015	0.000
-177.71	0.062	0.016	0.091
-175.43	0.124	0.018	0.183
-173.14	0.186	0.021	0.274
-170.86	0.249	0.026	0.366
-168.57	0.311	0.033	0.399
-166.29	0.373	0.057	0.397
-164.00	0.435	0.085	0.395
-161.71	0.497	0.116	0.393
-159.43	0.559	0.152	0.395
-157.14	0.621	0.190	0.413
-154.86	0.683	0.232	0.430
-152.57	0.746	0.277	0.447
-150.29	0.808	0.324	0.464
-148.00	0.870	0.374	0.462
-143.86	0.817	0.469	0.453
-139.71	0.768	0.568	0.445
-135.57	0.720	0.670	0.442
-131.43	0.671	0.772	0.440
-127.29	0.618	0.873	0.441
-123.14	0.562	0.969	0.444
-119.00	0.501	1.060	0.447
-114.86	0.435	1.143	0.451
-110.71	0.367	1.217	0.454
-106.57	0.295	1.280	0.454
-102.43	0.221	1.330	0.453
-98.29	0.146	1.368	0.450
-94.14	0.072	1.391	0.443
-90.00	0.000	1.400	0.436
-85.86	-0.072	1.391	0.422
-81.71	-0.146	1.368	0.407
-77.57	-0.221	1.330	0.390
-73.43	-0.295	1.280	0.371
-69.29	-0.367	1.217	0.352
-65.14	-0.435	1.143	0.331
-61.00	-0.501	1.060	0.309
-56.86	-0.562	0.969	0.288
-52.71	-0.618	0.873	0.267
-48.57	-0.671	0.772	0.246
-44.43	-0.720	0.670	0.225
-40.29	-0.768	0.568	0.204
-36.14	-0.817	0.469	0.140
-32.00	-0.870	0.374	0.071
-28.00	-1.098	0.219	0.044
-24.00	-1.083	0.160	0.022
-20.00	-1.070	0.107	0.004
-18.00	-1.055	0.087	0.000
-16.00	-1.034	0.068	-0.003
-14.00	-1.084	0.047	-0.003
-12.00	-1.095	0.031	-0.006
-10.00	-0.927	0.020	-0.030
-8.00	-0.697	0.014	-0.048
-6.00	-0.436	0.012	-0.065
-4.00	-0.163	0.010	-0.079
-2.00	0.107	0.010	-0.090
-1.00	0.240	0.010	-0.095
0.00	0.372	0.010	-0.100
1.00	0.502	0.010	-0.104
2.00	0.631	0.010	-0.107
3.00	0.760	0.010	-0.111
4.00	0.886	0.010	-0.114
5.00	1.012	0.011	-0.117
6.00	1.134	0.011	-0.119
7.00	1.255	0.012	-0.121
8.00	1.374	0.013	-0.123
9.00	1.488	0.014	-0.125
10.00	1.598	0.015	-0.125
11.00	1.700	0.016	-0.125
12.00	1.792	0.018	-0.124
13.00	1.868	0.020	-0.121
14.00	1.927	0.024	-0.117
15.00	1.909	0.032	-0.109
16.00	1.885	0.043	-0.105
18.00	1.721	0.077	-0.103
20.00	1.547	0.119	-0.110
24.00	1.372	0.202	-0.134
28.00	1.336	0.280	-0.158
32.00	1.243	0.374	-0.184
36.14	1.167	0.469	-0.210
40.29	1.097	0.568	-0.235
44.43	1.029	0.670	-0.255
48.57	0.959	0.772	-0.275
52.71	0.883	0.873	-0.293
56.86	0.802	0.969	-0.311
61.00	0.715	1.060	-0.329
65.14	0.622	1.143	-0.346
69.29	0.524	1.217	-0.364
73.43	0.421	1.280	-0.379
77.57	0.316	1.330	-0.395
81.71	0.209	1.368	-0.410
85.86	0.103	1.391	-0.423
90.00	0.000	1.400	-0.436
94.14	-0.072	1.391	-0.443
98.29	-0.146	1.368	-0.450
102.43	-0.221	1.330	-0.453
106.57	-0.295	1.280	-0.454
110.71	-0.367	1.217	-0.454
114.86	-0.435	1.143	-0.451
119.00	-0.501	1.060	-0.447
123.14	-0.562	0.969	-0.444
127.29	-0.618	0.873	-0.441
131.43	-0.671	0.772	-0.440
135.57	-0.720	0.670	-0.442
139.71	-0.768	0.568	-0.445
143.86	-0.817	0.469	-0.453
148.00	-0.870	0.374	-0.462
150.29	-0.808	0.324	-0.464
152.57	-0.746	0.277	-0.447
154.86	-0.683	0.232	-0.430
157.14	-0.621	0.190	-0.413
159.43	-0.559	0.152	-0.395
161.71	-0.497	0.116	-0.410
164.00	-0.435	0.085	-0.435
166.29	-0.373	0.057	-0.460
168.57	-0.311	0.033	-0.484
170.86	-0.249	0.026	-0.457
173.14	-0.186	0.021	-0.343
175.43	-0.124	0.018	-0.229
177.71	-0.062	0.016	-0.114
180.00	0.000	0.015	0.000





